"Journal Data Filtered By:  Selected JCR Year: 2016 Selected Editions: SCIE,SSCI Selected Category Scheme: WoS",,,,,
Rank,Full Journal Title,Total Cites,Journal Impact Factor,5-Year Impact Factor,Eigenfactor Score
3230,CYTOMETRY PART B-CLINICAL CYTOMETRY,"1,283",2.474,2.199,0.001900
3230,JOURNAL OF DAIRY SCIENCE,"38,361",2.474,2.855,0.031610
3233,BIOLOGICAL INVASIONS,"7,445",2.473,2.837,0.013450
3233,FLUID PHASE EQUILIBRIA,"14,493",2.473,2.499,0.013660
3235,SOFT COMPUTING,"3,679",2.472,2.220,0.007200
3236,JOURNAL OF HUMAN GENETICS,"3,407",2.471,2.358,0.007050
3236,LARYNGOSCOPE,"21,551",2.471,2.543,0.028060
3238,Biomedical Materials,"2,508",2.469,2.947,0.003900
3238,JOURNAL OF QUATERNARY SCIENCE,"3,762",2.469,2.980,0.006560
3240,INFECTION,"3,143",2.468,2.316,0.006010
3240,INTERNATIONAL JOURNAL OF TUBERCULOSIS AND LUNG DISEASE,"7,473",2.468,2.375,0.014850
3240,NUTRITION IN CLINICAL PRACTICE,"2,166",2.468,2.531,0.004090
3243,ARCHIVES OF ENVIRONMENTAL CONTAMINATION AND TOXICOLOGY,"6,885",2.467,2.323,0.004870
3243,POLITICAL COMMUNICATION,"1,645",2.467,2.893,0.002920
3245,BIOCHEMICAL AND BIOPHYSICAL RESEARCH COMMUNICATIONS,"77,824",2.466,2.354,0.080320
3245,CANADIAN JOURNAL OF FISHERIES AND AQUATIC SCIENCES,"16,961",2.466,2.845,0.010930
3247,ANNALS OF PHYSICS,"15,134",2.465,2.545,0.015830
3247,MOLECULAR BREEDING,"4,912",2.465,2.546,0.008630
3247,PLATELETS,"2,434",2.465,2.558,0.004780
3250,JOURNAL OF GEOCHEMICAL EXPLORATION,"5,107",2.464,3.024,0.007510
3250,JOURNAL OF GEOTECHNICAL AND GEOENVIRONMENTAL ENGINEERING,"8,453",2.464,2.656,0.010390
3250,POLYMER TESTING,"5,622",2.464,2.688,0.006270
3253,JOURNAL OF THE SCIENCE OF FOOD AND AGRICULTURE,"17,136",2.463,2.430,0.017430
3254,EUROPEAN JOURNAL OF RADIOLOGY,"11,328",2.462,2.507,0.026500
3254,SOCIAL NETWORKS,"4,157",2.462,3.110,0.004260
3256,Journal of Ovarian Research,"1,141",2.461,2.727,0.003260
3257,Quaternary Geochronology,"2,301",2.460,2.720,0.007080
3258,CURRENT PHARMACEUTICAL BIOTECHNOLOGY,"3,098",2.459,2.330,0.006510
3259,Journal of Neurogastroenterology and Motility,897,2.457,2.720,0.002740
3259,MARINE CHEMISTRY,"8,308",2.457,2.912,0.007400
3261,IEEE TRANSACTIONS ON INSTRUMENTATION AND MEASUREMENT,"10,902",2.456,2.426,0.014770
3261,JOURNAL OF MEDICAL SYSTEMS,"3,239",2.456,2.311,0.005280
3261,SOLVENT EXTRACTION AND ION EXCHANGE,"2,126",2.456,2.180,0.001520
3264,Bulletin of the Astronomical Society of India,242,2.455,1.443,0.000880
3264,ISRAEL JOURNAL OF CHEMISTRY,"2,261",2.455,2.628,0.007100
3264,JARO-JOURNAL OF THE ASSOCIATION FOR RESEARCH IN OTOLARYNGOLOGY,"2,000",2.455,2.957,0.004750
3264,MEDICAL CLINICS OF NORTH AMERICA,"2,653",2.455,2.567,0.003690
3268,BIOORGANIC & MEDICINAL CHEMISTRY LETTERS,"37,662",2.454,2.286,0.046050
3268,LUPUS,"6,259",2.454,2.473,0.010240
3268,ORGANIZATIONAL BEHAVIOR AND HUMAN DECISION PROCESSES,"10,823",2.454,3.955,0.009450
3271,BEHAVIORAL NEUROSCIENCE,"7,020",2.453,2.797,0.006220
3271,OCULAR IMMUNOLOGY AND INFLAMMATION,"1,442",2.453,2.167,0.002290
3273,AAPS PHARMSCITECH,"5,222",2.451,2.731,0.005800
3273,Current Issues in Tourism,"1,592",2.451,2.891,0.002300
3273,International Journal of Advertising,"1,308",2.451,3.168,0.001150
3273,JOURNAL OF SPORT & EXERCISE PSYCHOLOGY,"3,722",2.451,3.665,0.003730
3273,JOURNAL OF SPORT & EXERCISE PSYCHOLOGY,"3,722",2.451,3.665,0.003730
3278,ANNALES DE L INSTITUT HENRI POINCARE-ANALYSE NON LINEAIRE,"2,275",2.450,2.341,0.009370
3279,CITIES,"2,806",2.449,2.797,0.004800
3279,IEEE Wireless Communications Letters,"1,627",2.449,2.367,0.007940
3281,ACTA MATHEMATICA,"3,744",2.448,3.829,0.007010
3281,BMC BIOINFORMATICS,"26,197",2.448,3.450,0.059720
3281,SEIZURE-EUROPEAN JOURNAL OF EPILEPSY,"4,289",2.448,2.355,0.008520
3284,JOURNAL OF ECT,"1,362",2.447,1.732,0.002270
3284,JOURNAL OF ECT,"1,362",2.447,1.732,0.002270
3284,JOURNAL OF EPIDEMIOLOGY,"2,254",2.447,3.286,0.004990
3284,NUTRITION AND CANCER-AN INTERNATIONAL JOURNAL,"5,007",2.447,2.579,0.005930
3284,TAXON,"4,654",2.447,2.959,0.005990
3289,Journal of Space Weather and Space Climate,381,2.446,2.580,0.001990
3289,MATERIALS RESEARCH BULLETIN,"17,881",2.446,2.365,0.020730
3289,MATHEMATICAL PROGRAMMING,"8,568",2.446,2.985,0.018920
3292,EUROPEAN JOURNAL OF SOIL BIOLOGY,"2,564",2.445,2.784,0.003520
3293,COMPUTER-AIDED DESIGN,"5,125",2.444,2.829,0.006230
3293,EUROPEAN JOURNAL OF INORGANIC CHEMISTRY,"17,261",2.444,2.412,0.024280
3293,JOURNAL OF BIOMOLECULAR SCREENING,"3,444",2.444,2.454,0.007180
3293,JOURNAL OF PEDIATRIC PSYCHOLOGY,"5,745",2.444,3.143,0.007160
3293,JOURNAL OF PHYSIOLOGY AND BIOCHEMISTRY,"1,347",2.444,2.429,0.003040
3293,JOURNAL OF SYSTEMS AND SOFTWARE,"5,161",2.444,2.619,0.008110
3293,JOURNAL OF ZOOLOGICAL SYSTEMATICS AND EVOLUTIONARY RESEARCH,992,2.444,1.908,0.001710
3293,R & D MANAGEMENT,"2,624",2.444,2.913,0.001470
3301,Reproductive Sciences,"2,767",2.443,2.316,0.007340
3302,Chemistry Central Journal,"1,821",2.442,2.658,0.004540
3302,Journal of Atherosclerosis and Thrombosis,"2,800",2.442,2.582,0.004960
3304,Human Resource Development Quarterly,971,2.441,2.465,0.000650
3305,Ecology and Evolution,"4,671",2.440,2.716,0.022230
3305,JOURNAL OF CHILD AND ADOLESCENT PSYCHOPHARMACOLOGY,"2,646",2.440,2.943,0.004220
3307,BRAIN AND LANGUAGE,"6,186",2.439,3.351,0.009690
3307,BRAIN AND LANGUAGE,"6,186",2.439,3.351,0.009690
3307,JOURNAL OF MARINE SYSTEMS,"5,819",2.439,2.545,0.008800
3310,ACTA ANAESTHESIOLOGICA SCANDINAVICA,"7,021",2.438,2.649,0.008710
3311,EARLY CHILDHOOD RESEARCH QUARTERLY,"3,173",2.436,3.103,0.004650
3312,BMC Pulmonary Medicine,"2,121",2.435,2.616,0.006530
3312,SYNTHETIC METALS,"13,524",2.435,2.165,0.010400
3314,CLINICAL BIOCHEMISTRY,"8,346",2.434,2.392,0.012620
3314,FORTSCHRITTE DER PHYSIK-PROGRESS OF PHYSICS,"1,289",2.434,1.863,0.003530
3314,JOURNAL OF MOLECULAR EVOLUTION,"8,098",2.434,1.875,0.002750
3317,BRAIN AND COGNITION,"6,424",2.432,2.822,0.008530
3317,BRAIN AND COGNITION,"6,424",2.432,2.822,0.008530
3317,Expert Review of Respiratory Medicine,"1,037",2.432,2.345,0.003250
3317,JOURNAL OF HEREDITY,"6,281",2.432,2.278,0.004830
3317,JOURNAL OF MAGNETIC RESONANCE,"10,734",2.432,2.346,0.012200
3317,PSYCHOLOGY OF WOMEN QUARTERLY,"2,943",2.432,3.049,0.002860
3323,EUROPEAN JOURNAL OF PUBLIC HEALTH,"4,665",2.431,2.664,0.012890
3323,EUROPEAN JOURNAL OF PUBLIC HEALTH,"4,665",2.431,2.664,0.012890
3325,ENERGY JOURNAL,"2,173",2.429,2.652,0.003540
3325,ENERGY JOURNAL,"2,173",2.429,2.652,0.003540
3325,JOURNAL OF COMPARATIVE PHYSIOLOGY A-NEUROETHOLOGY SENSORY NEURAL AND BEHAVIORAL PHYSIOLOGY,"5,156",2.429,2.102,0.005040
3325,JOURNAL OF RARE EARTHS,"3,669",2.429,1.898,0.004450
3325,PATIENT EDUCATION AND COUNSELING,"10,919",2.429,3.042,0.017210
3325,PATIENT EDUCATION AND COUNSELING,"10,919",2.429,3.042,0.017210
3325,RESEARCH-TECHNOLOGY MANAGEMENT,"1,020",2.429,2.441,0.000900
3325,RESEARCH-TECHNOLOGY MANAGEMENT,"1,020",2.429,2.441,0.000900
3325,Review of International Organizations,345,2.429,2.437,0.002250
3334,Andrology,"1,000",2.427,2.487,0.003840
3334,JOURNAL OF SEDIMENTARY RESEARCH,"5,554",2.427,2.770,0.004690
3336,Academy of Management Learning & Education,"1,893",2.426,3.796,0.002350
3336,INTERNATIONAL JOURNAL OF COLORECTAL DISEASE,"5,107",2.426,2.577,0.010500
3336,NUCLEAR MEDICINE AND BIOLOGY,"3,918",2.426,2.318,0.006200
3339,Clinical and Vaccine Immunology,"5,374",2.425,2.371,0.014780
3339,PLANT PATHOLOGY,"5,857",2.425,2.744,0.006880
3341,ANNALS OF NUTRITION AND METABOLISM,"2,707",2.424,2.883,0.005570
3342,EXPERIMENTAL AND MOLECULAR PATHOLOGY,"3,355",2.423,2.398,0.005340
3342,INTERNATIONAL PSYCHOGERIATRICS,"5,027",2.423,2.539,0.010280
3342,INTERNATIONAL PSYCHOGERIATRICS,"5,027",2.423,2.539,0.010280
3342,JOURNAL OF BONE AND MINERAL METABOLISM,"2,473",2.423,2.391,0.004080
3346,FAMILY PROCESS,"1,971",2.421,2.579,0.001870
3346,Journal of School Violence,513,2.421,Not Available,0.001100
3346,SMALL BUSINESS ECONOMICS,"5,138",2.421,3.414,0.006200
3349,JOURNAL OF ENGINEERING AND TECHNOLOGY MANAGEMENT,"1,062",2.419,2.985,0.001010
3349,JOURNAL OF ENGINEERING AND TECHNOLOGY MANAGEMENT,"1,062",2.419,2.985,0.001010
3349,JOURNAL OF QUANTITATIVE SPECTROSCOPY & RADIATIVE TRANSFER,"9,475",2.419,2.638,0.013880
3349,Journal of Visceral Surgery,567,2.419,2.250,0.001790
3349,Metacognition and Learning,558,2.419,3.043,0.001040
3354,JOURNAL OF RESEARCH IN PERSONALITY,"5,935",2.417,2.982,0.008120
3354,Studies in Science Education,436,2.417,3.267,0.000560
3354,Studies in Science Education,436,2.417,3.267,0.000560
3357,COMPARATIVE BIOCHEMISTRY AND PHYSIOLOGY C-TOXICOLOGY & PHARMACOLOGY,"6,083",2.416,2.780,0.004130
3357,CURRENT OPINION IN OBSTETRICS & GYNECOLOGY,"2,011",2.416,2.276,0.003900
3359,BMC BIOTECHNOLOGY,"3,091",2.415,2.865,0.006060
3359,DESIGN STUDIES,"2,328",2.415,3.458,0.001130
3359,GENE,"23,687",2.415,2.266,0.032580
3359,JOURNAL OF PHARMACOLOGICAL SCIENCES,"3,859",2.415,2.185,0.005450
3363,GEOPHYSICAL JOURNAL INTERNATIONAL,"24,497",2.414,2.873,0.040830
3363,MATHEMATICAL FINANCE,"1,881",2.414,2.318,0.003960
3363,MATHEMATICAL FINANCE,"1,881",2.414,2.318,0.003960
3366,ANTIPODE,"2,989",2.413,2.853,0.006170
3366,Annual Review of Anthropology,"3,616",2.413,4.033,0.004170
3368,EUROPEAN JOURNAL OF PHYCOLOGY,"1,792",2.412,2.471,0.001970
3368,Papers in Palaeontology,55,2.412,2.412,0.000120
3370,Behavioral Sleep Medicine,801,2.411,2.747,0.001970
3370,CELL STRESS & CHAPERONES,"2,689",2.411,2.571,0.003570
3372,BRITISH JOURNAL OF EDUCATIONAL TECHNOLOGY,"2,743",2.410,2.532,0.003990
3372,JOURNAL OF BIOMOLECULAR NMR,"4,788",2.410,2.610,0.007890
3372,NEUROTOXICOLOGY AND TERATOLOGY,"3,483",2.410,2.986,0.004070
3372,POLITICAL GEOGRAPHY,"2,441",2.410,3.318,0.004020
3376,JOURNAL OF ANALYTICAL TOXICOLOGY,"3,567",2.409,2.608,0.004350
3377,JOURNAL OF STRUCTURAL GEOLOGY,"9,456",2.408,2.819,0.009640
3378,IEEE TRANSACTIONS ON CIRCUITS AND SYSTEMS I-REGULAR PAPERS,"10,508",2.407,2.918,0.022490
3379,BMC CELL BIOLOGY,"1,841",2.405,2.768,0.002700
3379,JOURNAL OF PHARMACY AND PHARMACOLOGY,"8,648",2.405,2.506,0.006880
3381,CANCER IMAGING,"1,008",2.404,2.282,0.001920
3381,Progress in Electromagnetics Research-PIER,"3,719",2.404,1.498,0.008490
3381,Structure and Bonding,"1,789",2.404,2.514,0.001830
3384,ARTIFICIAL ORGANS,"3,454",2.403,1.815,0.004560
3384,BRITISH JOURNAL OF EDUCATIONAL PSYCHOLOGY,"2,895",2.403,3.232,0.003010
3384,Dermatitis,888,2.403,2.198,0.002000
3384,Research in Social & Administrative Pharmacy,"1,141",2.403,2.376,0.002490
3388,BIOPHYSICAL CHEMISTRY,"4,513",2.402,2.121,0.003650
3388,International Journal of Genomics,318,2.402,2.067,0.001010
3390,DIAGNOSTIC MICROBIOLOGY AND INFECTIOUS DISEASE,"6,373",2.401,2.488,0.014720
3391,AMERICAN JOURNAL OF CLINICAL PATHOLOGY,"11,259",2.400,2.778,0.012070
3391,Advances in the Study of Behavior,"1,150",2.400,3.200,0.000610
3391,Discovery Medicine,"1,724",2.400,2.968,0.004900
3391,Early Intervention in Psychiatry,936,2.400,2.150,0.002760
3391,Early Intervention in Psychiatry,936,2.400,2.150,0.002760
3391,RAPID PROTOTYPING JOURNAL,"2,448",2.400,3.179,0.002440
3397,BIOLOGICAL TRACE ELEMENT RESEARCH,"6,505",2.399,2.059,0.009260
3397,International Journal of Medical Sciences,"2,519",2.399,2.415,0.006060
3399,Electrocatalysis,624,2.398,2.335,0.001580
3399,RADIATION AND ENVIRONMENTAL BIOPHYSICS,"1,468",2.398,2.042,0.002450
3401,PSYCHIATRY-INTERPERSONAL AND BIOLOGICAL PROCESSES,"2,011",2.397,3.107,0.001950
3401,PSYCHIATRY-INTERPERSONAL AND BIOLOGICAL PROCESSES,"2,011",2.397,3.107,0.001950
3403,CLINICS IN LABORATORY MEDICINE,"1,225",2.396,1.959,0.002230
3403,Chemical Biology & Drug Design,"3,368",2.396,2.473,0.007340
3403,JOURNAL OF NEUROPHYSIOLOGY,"41,502",2.396,2.809,0.046030
3403,JOURNAL OF NURSING SCHOLARSHIP,"2,177",2.396,2.811,0.002770
3403,JOURNAL OF NURSING SCHOLARSHIP,"2,177",2.396,2.811,0.002770
3408,ALZHEIMER DISEASE & ASSOCIATED DISORDERS,"2,901",2.395,2.816,0.003610
3408,GEOTECHNIQUE,"9,929",2.395,3.121,0.008670
3408,Personal and Ubiquitous Computing,"2,505",2.395,2.512,0.003160
3411,INFANCY,"1,562",2.393,2.924,0.003550
3411,JOURNAL OF DEVELOPMENTAL AND BEHAVIORAL PEDIATRICS,"3,559",2.393,2.947,0.005530
3411,JOURNAL OF DEVELOPMENTAL AND BEHAVIORAL PEDIATRICS,"3,559",2.393,2.947,0.005530
3414,ARCHIVE FOR RATIONAL MECHANICS AND ANALYSIS,"8,235",2.392,2.891,0.023110
3414,DEVELOPMENTAL PSYCHOBIOLOGY,"3,987",2.392,2.575,0.005880
3414,GEOINFORMATICA,644,2.392,2.000,0.001100
3414,JOURNAL OF NEURAL TRANSMISSION,"6,198",2.392,2.474,0.008610
3414,PLASMA PHYSICS AND CONTROLLED FUSION,"7,140",2.392,2.050,0.016650
3419,Cartography and Geographic Information Science,830,2.391,2.126,0.001210
3419,Current Vascular Pharmacology,"1,489",2.391,2.262,0.003450
3419,EXPERIMENTAL ECONOMICS,"1,807",2.391,3.506,0.007160
3419,GEOPHYSICS,"19,161",2.391,2.618,0.018040
3419,INFORMATION PROCESSING & MANAGEMENT,"3,067",2.391,2.223,0.002830
3419,INFORMATION PROCESSING & MANAGEMENT,"3,067",2.391,2.223,0.002830
3419,METEORITICS & PLANETARY SCIENCE,"5,052",2.391,2.587,0.008560
3426,BEHAVIORAL MEDICINE,711,2.390,2.062,0.000990
3426,BEHAVIORAL MEDICINE,711,2.390,2.062,0.000990
3428,UPSALA JOURNAL OF MEDICAL SCIENCES,789,2.389,1.976,0.001550
3429,Augmentative and Alternative Communication,806,2.388,2.112,0.000860
3429,Augmentative and Alternative Communication,806,2.388,2.112,0.000860
3429,Journal of Bionic Engineering,"1,163",2.388,2.261,0.001700
3432,JOURNAL OF EXPERIMENTAL ZOOLOGY PART B-MOLECULAR AND DEVELOPMENTAL EVOLUTION,"1,384",2.387,2.089,0.003380
3432,Nucleus,988,2.387,2.773,0.006130
3434,BEHAVIOR GENETICS,"3,170",2.385,2.864,0.005550
3434,BEHAVIOR GENETICS,"3,170",2.385,2.864,0.005550
3434,CHROMOSOME RESEARCH,"2,528",2.385,2.694,0.004430
3434,JOURNAL OF CHEMICAL ECOLOGY,"9,740",2.385,2.844,0.007820
3434,Wiley Interdisciplinary Reviews-Systems Biology and Medicine,873,2.385,2.839,0.002410
3439,Current Treatment Options in Neurology,909,2.383,1.985,0.002200
3440,EQUINE VETERINARY JOURNAL,"5,910",2.382,2.156,0.005430
3440,INTEGRATIVE AND COMPARATIVE BIOLOGY,"4,586",2.382,3.361,0.008210
3440,INTERNATIONAL JOURNAL OF LEGAL MEDICINE,"3,501",2.382,2.289,0.006440
3443,JOURNAL OF MASS SPECTROMETRY,"5,660",2.381,2.438,0.007750
3443,REQUIREMENTS ENGINEERING,670,2.381,2.602,0.000560
3445,CLINICAL PSYCHOLOGY-SCIENCE AND PRACTICE,"2,907",2.380,3.263,0.002510
3445,CYTOPATHOLOGY,"1,112",2.380,1.930,0.001650
3445,JOURNAL OF RURAL STUDIES,"3,398",2.380,3.379,0.004030
3448,JOURNAL OF INVERTEBRATE PATHOLOGY,"5,424",2.379,2.559,0.006710
3449,Alcohol Research-Current Reviews,285,2.378,3.198,0.001320
3450,JOURNAL OF INTERFERON AND CYTOKINE RESEARCH,"3,246",2.377,2.612,0.005840
3450,MEDICAL MYCOLOGY,"3,620",2.377,2.327,0.006060
3450,STRUCTURAL AND MULTIDISCIPLINARY OPTIMIZATION,"5,296",2.377,2.894,0.008880
3453,Annals of Clinical Microbiology and Antimicrobials,"1,097",2.376,2.760,0.002350
3454,IEEE PHOTONICS TECHNOLOGY LETTERS,"15,577",2.375,2.037,0.023670
3454,Journal of Family Business Strategy,334,2.375,Not Available,0.000510
3456,IEEE INTELLIGENT SYSTEMS,"2,577",2.374,3.978,0.003380
3457,JOURNAL OF HEALTH ECONOMICS,"5,811",2.373,3.313,0.015020
3457,JOURNAL OF HEALTH ECONOMICS,"5,811",2.373,3.313,0.015020
3457,SEDIMENTARY GEOLOGY,"9,382",2.373,2.997,0.008850
3460,Youth Violence and Juvenile Justice,690,2.372,2.419,0.001240
3461,Journal of Mechanisms and Robotics-Transactions of the ASME,"1,117",2.371,2.535,0.002480
3461,MICROVASCULAR RESEARCH,"3,798",2.371,2.346,0.004760
3463,BMJ Open,"12,527",2.369,2.735,0.063230
3463,Current Opinion in Anesthesiology,"2,557",2.369,2.359,0.004420
3463,INTERNATIONAL JOURNAL OF GYNECOLOGICAL CANCER,"6,375",2.369,2.316,0.013120
3463,PRODUCTION PLANNING & CONTROL,"2,254",2.369,2.882,0.001940
3467,Diabetes Therapy,429,2.368,Not Available,0.001500
3467,HEALTH POLICY AND PLANNING,"3,828",2.368,3.164,0.008870
3467,HEALTH POLICY AND PLANNING,"3,828",2.368,3.164,0.008870
3467,HUMAN RESOURCE MANAGEMENT REVIEW,"1,444",2.368,4.299,0.002230
3467,PLANT FOODS FOR HUMAN NUTRITION,"2,425",2.368,2.722,0.002320
3472,EPILEPSY RESEARCH,"6,317",2.367,2.343,0.010730
3473,PHYSICAL REVIEW E,"91,546",2.366,2.315,0.144610
3473,SEMINARS IN DIAGNOSTIC PATHOLOGY,"1,149",2.366,2.386,0.001930
3475,CLINICAL RHEUMATOLOGY,"6,347",2.365,2.153,0.012390
3475,CULTURAL GEOGRAPHIES,860,2.365,2.381,0.002390
3475,Journal of Applied Meteorology and Climatology,"12,256",2.365,3.012,0.014950
3475,Journal of Thoracic Disease,"3,029",2.365,Not Available,0.008720
3479,EUROPEAN CYTOKINE NETWORK,"1,188",2.364,2.649,0.000920
3479,Journal of Geographical Sciences,"1,638",2.364,2.148,0.002580
3479,URBAN STUDIES,"7,927",2.364,2.557,0.011060
3482,ECOLOGICAL MODELLING,"16,368",2.363,2.683,0.017690
3483,JOURNAL OF MOLECULAR HISTOLOGY,"1,242",2.362,2.024,0.002060
3483,MEDICAL DECISION MAKING,"4,282",2.362,3.376,0.009520
3485,JOURNAL OF THE PERIPHERAL NERVOUS SYSTEM,"1,484",2.361,2.498,0.002850
3486,Proteome Science,"1,079",2.360,1.956,0.002590
3487,CARDIOVASCULAR PATHOLOGY,"1,871",2.359,2.527,0.003620
3487,Journal of Materials Research and Technology-JMR&T,477,2.359,Not Available,0.001480
3487,MATERIALS SCIENCE IN SEMICONDUCTOR PROCESSING,"4,978",2.359,2.305,0.009990
3487,MEASUREMENT,"6,513",2.359,2.255,0.013880
3491,COMPUTERS AND GEOTECHNICS,"4,307",2.358,2.817,0.010360
3491,SEXUALLY TRANSMITTED DISEASES,"5,526",2.358,2.699,0.011400
3491,STUDIES IN FAMILY PLANNING,"1,441",2.358,2.278,0.002220
3494,Arthropod Systematics & Phylogeny,271,2.357,2.194,0.000730
3494,JOURNAL OF AIR TRANSPORT MANAGEMENT,"2,383",2.357,2.246,0.002540
3496,Clinical Respiratory Journal,697,2.356,2.023,0.001970
3496,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,"4,456",2.356,3.910,0.002890
3496,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,"4,456",2.356,3.910,0.002890
3496,VETERINARY PARASITOLOGY,"15,071",2.356,2.495,0.019610
3500,PLASMA CHEMISTRY AND PLASMA PROCESSING,"2,402",2.355,2.185,0.002620
3500,Structural Control & Health Monitoring,"1,799",2.355,2.510,0.003450
3500,WORK AND OCCUPATIONS,966,2.355,2.711,0.001420
3503,JOURNAL OF BUSINESS ETHICS,"17,130",2.354,3.526,0.015540
3503,SOLID STATE IONICS,"22,402",2.354,2.438,0.013450
3505,Clinical & Translational Oncology,"2,083",2.353,2.082,0.004470
3506,DERMATOLOGIC SURGERY,"7,460",2.351,2.658,0.008350
3506,Geriatrics & Gerontology International,"1,905",2.351,2.285,0.005740
3506,Geriatrics & Gerontology International,"1,905",2.351,2.285,0.005740
3509,APPLIED MATHEMATICAL MODELLING,"11,913",2.350,2.768,0.028450
3509,IEEE Transactions on Systems Man Cybernetics-Systems,"4,620",2.350,2.810,0.006680
3509,PHARMACOGENOMICS,"3,857",2.350,2.838,0.007530
3509,RHINOLOGY,"2,463",2.350,3.077,0.003900
3513,ANNALS OF GLACIOLOGY,"3,598",2.349,2.380,0.005770
3513,GRAEFES ARCHIVE FOR CLINICAL AND EXPERIMENTAL OPHTHALMOLOGY,"7,472",2.349,2.274,0.012760
3513,MEDECINE ET MALADIES INFECTIEUSES,"1,104",2.349,1.606,0.003540
3513,Multiple Sclerosis and Related Disorders,608,2.349,2.134,0.002700
3513,Pervasive and Mobile Computing,"1,619",2.349,2.874,0.003540
3518,BOREAS,"2,478",2.348,2.417,0.003020
3518,DISEASE MARKERS,"2,585",2.348,2.407,0.005850
3520,Diabetology & Metabolic Syndrome,"1,286",2.347,2.571,0.003980
3520,Endocrine Practice,"3,606",2.347,2.580,0.008450
3520,GAIT & POSTURE,"11,367",2.347,2.938,0.016750
3520,GEORGETOWN LAW JOURNAL,"1,708",2.347,2.629,0.003300
3520,INTERNATIONAL JOURNAL OF IMMUNOPATHOLOGY AND PHARMACOLOGY,"1,742",2.347,1.561,0.002980
3525,CURRENT MOLECULAR MEDICINE,"3,521",2.345,3.273,0.006470
3525,Journal of Agrarian Change,818,2.345,2.588,0.002110
3527,JOURNAL OF ENVIRONMENTAL QUALITY,"14,211",2.344,2.986,0.011000
3527,Microfluidics and Nanofluidics,"4,536",2.344,2.537,0.009890
3527,PHOTOCHEMICAL & PHOTOBIOLOGICAL SCIENCES,"5,727",2.344,2.474,0.009340
3527,QUALITY OF LIFE RESEARCH,"10,451",2.344,2.954,0.018180
3527,QUALITY OF LIFE RESEARCH,"10,451",2.344,2.954,0.018180
3532,Cancer Epidemiology,"2,274",2.343,2.544,0.007800
3532,Prion,879,2.343,2.032,0.003110
3534,INTERNATIONAL JOURNAL FOR NUMERICAL AND ANALYTICAL METHODS IN GEOMECHANICS,"4,274",2.342,2.447,0.007850
3534,INTERNATIONAL JOURNAL FOR QUALITY IN HEALTH CARE,"3,525",2.342,2.549,0.004200
3534,INTERNATIONAL JOURNAL FOR QUALITY IN HEALTH CARE,"3,525",2.342,2.549,0.004200
3534,Innate Immunity,"1,136",2.342,2.397,0.003660
3534,PLANTA MEDICA,"11,729",2.342,2.356,0.008020
3534,Techniques in Coloproctology,"1,576",2.342,2.066,0.004030
3540,INTERNATIONAL JOURNAL OF MOLECULAR MEDICINE,"7,553",2.341,2.336,0.013600
3540,JOURNAL OF ATHLETIC TRAINING,"4,678",2.341,3.029,0.006670
3540,PHYSIOLOGY & BEHAVIOR,"18,924",2.341,2.835,0.021570
3540,PHYSIOLOGY & BEHAVIOR,"18,924",2.341,2.835,0.021570
3540,REPRODUCTIVE TOXICOLOGY,"5,512",2.341,3.202,0.008680
3540,TRANSGENIC RESEARCH,"2,993",2.341,2.335,0.004510
3540,TRANSPORTATION RESEARCH PART D-TRANSPORT AND ENVIRONMENT,"3,572",2.341,2.960,0.005920
3540,TRANSPORTATION RESEARCH PART D-TRANSPORT AND ENVIRONMENT,"3,572",2.341,2.960,0.005920
3548,Internal and Emergency Medicine,"1,348",2.340,2.054,0.003620
3549,JOURNAL OF CRIMINAL JUSTICE,"2,809",2.339,3.032,0.003960
3550,Nucleic Acid Therapeutics,569,2.338,2.633,0.002610
3551,AGRICULTURE AND HUMAN VALUES,"1,742",2.337,2.840,0.002460
3551,AGRICULTURE AND HUMAN VALUES,"1,742",2.337,2.840,0.002460
3551,Beilstein Journal of Organic Chemistry,"4,571",2.337,2.705,0.013500
3551,DIGITAL SIGNAL PROCESSING,"3,468",2.337,2.174,0.005820
3555,FATIGUE & FRACTURE OF ENGINEERING MATERIALS & STRUCTURES,"3,766",2.335,1.927,0.003900
3555,JOURNAL OF ASIAN EARTH SCIENCES,"9,386",2.335,2.905,0.021420
3555,Pathogens and Disease,847,2.335,2.545,0.003430
3558,ANALYTICAL BIOCHEMISTRY,"38,523",2.334,2.308,0.018300
3559,CELL BIOLOGY AND TOXICOLOGY,"1,369",2.333,2.626,0.001250
3559,IEEE ELECTRICAL INSULATION MAGAZINE,"1,553",2.333,3.052,0.001590
3559,ReCALL,595,2.333,2.851,0.000810
3562,Archives of Cardiovascular Diseases,"1,228",2.331,2.645,0.003840
3562,Medicinal Chemistry,"1,317",2.331,1.659,0.002420
3564,LWT-FOOD SCIENCE AND TECHNOLOGY,"15,300",2.329,2.929,0.021820
3564,PARASITOLOGY RESEARCH,"11,649",2.329,2.149,0.018270
3566,EUROPEAN JOURNAL OF PSYCHOLOGICAL ASSESSMENT,"1,479",2.328,2.398,0.002170
3567,ARCHIVES OF DERMATOLOGICAL RESEARCH,"3,313",2.327,2.412,0.004350
3567,CRITICAL REVIEWS IN IMMUNOLOGY,"1,203",2.327,3.762,0.002370
